File Name,Entity1,Entity2,,Relation,Sentence,Predicted_Relation
24.txt,america,negro,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,america,investigators,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,america,members,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,america,mzumara oic,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,america,m,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,america,to,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,america,dickson mzumara,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,america,oluwatete   olokodana,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,america,vintzis,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,america,olokodana,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,america,stoykov,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,america,al systems,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,america,stoy,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,america,bongoy,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,america,ali todaro,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,america,general,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,america,negroponte pr,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,america,cheney senators,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,america,boss,,No Relation,[CLS] [E1] america [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,john kerry,se,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] se [/E2]. [SEP],No Relation
24.txt,john kerry,dodd,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] dodd [/E2]. [SEP],No Relation
24.txt,john kerry,senate,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] senate [/E2]. [SEP],No Relation
24.txt,john kerry,perpetrat ed,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,john kerry,secretary eca,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,john kerry,negroponte,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,john kerry,john negroponte,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,john kerry,america s,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,john kerry,john   kerry,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,john kerry,mem ber,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,john kerry,bush,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,john kerry,cheney,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,john kerry,negro,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,john kerry,investigators,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,john kerry,members,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,john kerry,mzumara oic,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,john kerry,m,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,john kerry,to,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,john kerry,dickson mzumara,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,john kerry,oluwatete   olokodana,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,john kerry,vintzis,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,john kerry,olokodana,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,john kerry,stoykov,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,john kerry,al systems,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,john kerry,stoy,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,john kerry,bongoy,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,john kerry,ali todaro,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,john kerry,general,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,john kerry,negroponte pr,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,john kerry,cheney senators,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,john kerry,boss,,No Relation,[CLS] [E1] john kerry [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,se,dodd,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] dodd [/E2]. [SEP],No Relation
24.txt,se,senate,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] senate [/E2]. [SEP],No Relation
24.txt,se,perpetrat ed,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,se,secretary eca,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,se,negroponte,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,se,john negroponte,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,se,america s,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,se,john   kerry,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,se,mem ber,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,se,bush,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,se,cheney,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,se,negro,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,se,investigators,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,se,members,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,se,mzumara oic,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,se,m,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,se,to,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,se,dickson mzumara,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,se,oluwatete   olokodana,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,se,vintzis,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,se,olokodana,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,se,stoykov,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,se,al systems,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,se,stoy,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,se,bongoy,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,se,ali todaro,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,se,general,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,se,negroponte pr,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,se,cheney senators,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,se,boss,,No Relation,[CLS] [E1] se [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,dodd,senate,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] senate [/E2]. [SEP],No Relation
24.txt,dodd,perpetrat ed,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,dodd,secretary eca,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,dodd,negroponte,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,dodd,john negroponte,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,dodd,america s,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,dodd,john   kerry,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,dodd,mem ber,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,dodd,bush,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,dodd,cheney,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,dodd,negro,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,dodd,investigators,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,dodd,members,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,dodd,mzumara oic,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,dodd,m,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,dodd,to,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,dodd,dickson mzumara,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,dodd,oluwatete   olokodana,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,dodd,vintzis,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,dodd,olokodana,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,dodd,stoykov,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,dodd,al systems,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,dodd,stoy,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,dodd,bongoy,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,dodd,ali todaro,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,dodd,general,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,dodd,negroponte pr,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,dodd,cheney senators,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,dodd,boss,,No Relation,[CLS] [E1] dodd [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,senate,perpetrat ed,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] perpetrat ed [/E2]. [SEP],No Relation
24.txt,senate,secretary eca,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,senate,negroponte,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,senate,john negroponte,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,senate,america s,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,senate,john   kerry,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,senate,mem ber,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,senate,bush,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,senate,cheney,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,senate,negro,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,senate,investigators,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,senate,members,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,senate,mzumara oic,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,senate,m,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,senate,to,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,senate,dickson mzumara,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,senate,oluwatete   olokodana,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,senate,vintzis,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,senate,olokodana,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,senate,stoykov,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,senate,al systems,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,senate,stoy,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,senate,bongoy,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,senate,ali todaro,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,senate,general,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,senate,negroponte pr,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,senate,cheney senators,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,senate,boss,,No Relation,[CLS] [E1] senate [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,perpetrat ed,secretary eca,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] secretary eca [/E2]. [SEP],No Relation
24.txt,perpetrat ed,negroponte,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,perpetrat ed,john negroponte,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,perpetrat ed,america s,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,perpetrat ed,john   kerry,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,perpetrat ed,mem ber,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,perpetrat ed,bush,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,perpetrat ed,cheney,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,perpetrat ed,negro,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,perpetrat ed,investigators,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,perpetrat ed,members,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,perpetrat ed,mzumara oic,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,perpetrat ed,m,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,perpetrat ed,to,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,perpetrat ed,dickson mzumara,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,perpetrat ed,oluwatete   olokodana,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,perpetrat ed,vintzis,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,perpetrat ed,olokodana,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,perpetrat ed,stoykov,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,perpetrat ed,al systems,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,perpetrat ed,stoy,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,perpetrat ed,bongoy,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,perpetrat ed,ali todaro,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,perpetrat ed,general,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,perpetrat ed,negroponte pr,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,perpetrat ed,cheney senators,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,perpetrat ed,boss,,No Relation,[CLS] [E1] perpetrat ed [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,secretary eca,negroponte,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] negroponte [/E2]. [SEP],No Relation
24.txt,secretary eca,john negroponte,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,secretary eca,america s,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,secretary eca,john   kerry,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,secretary eca,mem ber,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,secretary eca,bush,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,secretary eca,cheney,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,secretary eca,negro,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,secretary eca,investigators,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,secretary eca,members,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,secretary eca,mzumara oic,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,secretary eca,m,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,secretary eca,to,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,secretary eca,dickson mzumara,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,secretary eca,oluwatete   olokodana,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
24.txt,secretary eca,vintzis,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] vintzis [/E2]. [SEP],No Relation
24.txt,secretary eca,olokodana,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] olokodana [/E2]. [SEP],No Relation
24.txt,secretary eca,stoykov,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] stoykov [/E2]. [SEP],No Relation
24.txt,secretary eca,al systems,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] al systems [/E2]. [SEP],No Relation
24.txt,secretary eca,stoy,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] stoy [/E2]. [SEP],No Relation
24.txt,secretary eca,bongoy,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] bongoy [/E2]. [SEP],No Relation
24.txt,secretary eca,ali todaro,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] ali todaro [/E2]. [SEP],No Relation
24.txt,secretary eca,general,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] general [/E2]. [SEP],No Relation
24.txt,secretary eca,negroponte pr,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] negroponte pr [/E2]. [SEP],No Relation
24.txt,secretary eca,cheney senators,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] cheney senators [/E2]. [SEP],No Relation
24.txt,secretary eca,boss,,No Relation,[CLS] [E1] secretary eca [/E1] is the No Relation of [E2] boss [/E2]. [SEP],No Relation
24.txt,negroponte,john negroponte,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] john negroponte [/E2]. [SEP],No Relation
24.txt,negroponte,america s,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] america s [/E2]. [SEP],No Relation
24.txt,negroponte,john   kerry,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] john   kerry [/E2]. [SEP],No Relation
24.txt,negroponte,mem ber,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] mem ber [/E2]. [SEP],No Relation
24.txt,negroponte,bush,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] bush [/E2]. [SEP],No Relation
24.txt,negroponte,cheney,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] cheney [/E2]. [SEP],No Relation
24.txt,negroponte,negro,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] negro [/E2]. [SEP],No Relation
24.txt,negroponte,investigators,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] investigators [/E2]. [SEP],No Relation
24.txt,negroponte,members,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] members [/E2]. [SEP],No Relation
24.txt,negroponte,mzumara oic,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] mzumara oic [/E2]. [SEP],No Relation
24.txt,negroponte,m,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] m [/E2]. [SEP],No Relation
24.txt,negroponte,to,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] to [/E2]. [SEP],No Relation
24.txt,negroponte,dickson mzumara,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] dickson mzumara [/E2]. [SEP],No Relation
24.txt,negroponte,oluwatete   olokodana,,No Relation,[CLS] [E1] negroponte [/E1] is the No Relation of [E2] oluwatete   olokodana [/E2]. [SEP],No Relation
