File Name,Entity,Label
2.txt,the prishtina airpor,ORG
2.txt,the   kosovo trust agency,ORG
2.txt,unmi pillar,ORG
2.txt,european,NORP
2.txt,the provisional institutions of   self  government,ORG
2.txt,the execut ive decision on the establishment   of,ORG
2.txt,the investigation task force unmi,ORG
2.txt,21,CARDINAL
2.txt,october 2003,DATE
2.txt,united nations security co,ORG
2.txt,1244,CARDINAL
2.txt,june 1999,DATE
2.txt,july 1999,DATE
2.txt,the authority of the   interim administration,ORG
2.txt,under,ORG
2.txt,2,CARDINAL
2.txt,22 march 1989,DATE
2.txt,3,CARDINAL
2.txt,kta,ORG
2.txt,unmi regulation,ORG
2.txt,apply      unmi regulation no,ORG
2.txt,8 october,DATE
2.txt,contract,GPE
2.txt,114,DATE
2.txt,bac ground information,ORG
2.txt,10000,CARDINAL
2.txt,between july   2002,DATE
2.txt,november 2003,DATE
2.txt,642000,GPE
2.txt,petty,PRODUCT
2.txt,february   2003,DATE
2.txt,5,CARDINAL
2.txt,01 july 2002,DATE
2.txt,pillar 4,PRODUCT
2.txt,prishtina   airport,ORG
2.txt,day,DATE
2.txt,office,GPE
2.txt,officers,PERSON
2.txt,the atcs official finance,ORG
2.txt,finance,ORG
2.txt,atc s,ORG
2.txt,the   division,ORG
2.txt,itf,ORG
2.txt,two,CARDINAL
2.txt,2002,DATE
2.txt, examined,PERSON
2.txt,requests,ORG
2.txt, cross,ORG
2.txt,atcs bank,ORG
2.txt,cel,ORG
2.txt,excel,ORG
2.txt,mid2002,DATE
2.txt,division,ORG
2.txt,invest,ORG
2.txt,prishtina airport,ORG
2.txt,prishtina airport      7,ORG
2.txt,4,CARDINAL
2.txt,italy,GPE
2.txt,the united   kingdom,ORG
2.txt,8,CARDINAL
2.txt,atcs finance office,ORG
2.txt,the period september 2000 to,DATE
2.txt,employee,GPE
2.txt,the   unmi aviation transport,ORG
2.txt,airport prishtina,GPE
2.txt,9,CARDINAL
2.txt,divisi,PERSON
2.txt,the atcs   official,ORG
2.txt,the atcs finance,ORG
2.txt,finance offi,ORG
2.txt,10,CARDINAL
2.txt,unmi   pillar 4,ORG
2.txt,1 july,DATE
2.txt,5 92002,CARDINAL
2.txt,01 april,DATE
2.txt,the atcs finance office,ORG
2.txt,fina,PERSON
2.txt,the   atcs official,ORG
2.txt,46,CARDINAL
2.txt,59,CARDINAL
2.txt,relat ed,PERSON
2.txt,pillar 4    kta,PRODUCT
2.txt,unmi pillar 2,ORG
2.txt,01,DATE
2.txt,052002 062002,DATE
2.txt,bee n,ORG
2.txt,several hundred,CARDINAL
2.txt,finance office,ORG
2.txt,14,CARDINAL
2.txt,euro,PERSON
2.txt,500,ORG
2.txt,the atc s official and official 3,ORG
2.txt,vala,ORG
2.txt,588,CARDINAL
2.txt,official 4,LAW
2.txt,the pristina airport,ORG
2.txt,6,CARDINAL
2.txt,documents,ORG
2.txt,462002,CARDINAL
2.txt,492002 552002,CARDINAL
2.txt,592 002,CARDINAL
2.txt,four,CARDINAL
2.txt,atcs staff,ORG
2.txt,25 may 2002,DATE
2.txt,21 may 2002,DATE
2.txt,22,CARDINAL
2.txt,may 2002,DATE
2.txt,552002,CARDINAL
2.txt,al l,ORG
2.txt,the atcs official,ORG
2.txt,012002,CARDINAL
2.txt,082002 having,PRODUCT
2.txt,16,CARDINAL
2.txt,18 official 4,WORK_OF_ART
2.txt,nineteen,CARDINAL
2.txt,seven,CARDINAL
2.txt,six,CARDINAL
2.txt,airport,PERSON
2.txt,7,CARDINAL
2.txt,the atcs   official      21,ORG
2.txt,official 1,LAW
2.txt,prishtina air,ORG
2.txt,may   2002,DATE
2.txt,u,ORG
2.txt,shinf ield park,GPE
2.txt,london,GPE
2.txt,prishtina,GPE
2.txt,official 3,LAW
2.txt,30,CARDINAL
2.txt,tcs,ORG
2.txt,atcs,ORG
2.txt,24,CARDINAL
2.txt,includin g,PERSON
2.txt,officia l 3 nokia 8850,ORG
2.txt,2352 ,DATE
2.txt,25,CARDINAL
2.txt,be,NORP
2.txt,the prishtina airport,FAC
2.txt,february 2004,DATE
2.txt,the atcs management,ORG
2.txt,hose,PERSON
2.txt,the atcs   finance,ORG
2.txt,31 documentation,ORG
2.txt,pris,PERSON
2.txt,the atcs w ho,FAC
2.txt,italy canada,ORG
2.txt,itf investigators,ORG
2.txt,0n 01,DATE
2.txt,july 2002,DATE
2.txt,pristina airport,FAC
2.txt,nine,CARDINAL
2.txt,062002 072002,DATE
2.txt,cases,GPE
2.txt,552002,DATE
2.txt,072002,CARDINAL
2.txt,64435,MONEY
2.txt,592002,CARDINAL
2.txt,the atcs financ e office,ORG
2.txt,2002,CARDINAL
2.txt,34,CARDINAL
2.txt,one,CARDINAL
2.txt,9 9,PERSON
2.txt,012002 additionally,WORK_OF_ART
2.txt,3 and official 1,TIME
2.txt,june 2002,DATE
2.txt,department 1,ORG
2.txt,their per  diem,DATE
2.txt,det,DATE
2.txt,tf,ORG
2.txt,several hundreds,CARDINAL
2.txt,international staff,ORG
2.txt,2352 ,CARDINAL
2.txt,the   atcs,ORG
2.txt,early 2,DATE
2.txt,kta,LOC
2.txt,kta,FAC
2.txt,official 4,PRODUCT
2.txt,the airport steering com,FAC
2.txt,16 july 2004,DATE
2.txt,200127,CARDINAL
2.txt,93,CARDINAL
2.txt,11,CARDINAL
2.txt,prishtina   airport,FAC
2.txt,the atcs,ORG
2.txt,the atcs   finance office,ORG
2.txt,pillar 4  kta,PRODUCT
2.txt,the division   manager,ORG
2.txt,prishtina airport,FAC
2.txt,issu ed,PERSON
2.txt,ai,PERSON
2.txt,the period 01 july 2002,DATE
2.txt,the office for coordination of oversight of public,ORG
21.txt,united nations,ORG
21.txt,un,ORG
21.txt,18,CARDINAL
21.txt,st  sgb273,EVENT
21.txt,september 1994,DATE
21.txt,strictly,ORG
21.txt,23 may 2005,DATE
21.txt,1,CARDINAL
21.txt,the investigations   division,ORG
21.txt,the office of internal oversight servic,ORG
21.txt,id,ORG
21.txt,october 2003,DATE
21.txt,march 2005      2,DATE
21.txt,the united nations office,ORG
21.txt,nairobi,GPE
21.txt,the united   nations development programme,ORG
21.txt,bratislava s,GPE
21.txt,undp bratislava,ORG
21.txt,4,CARDINAL
21.txt,recouped,ORG
21.txt,5,CARDINAL
21.txt,7,CARDINAL
21.txt,third,ORDINAL
21.txt,government,GPE
21.txt,10,CARDINAL
21.txt,fraud,GPE
21.txt,article 250 from act 140 of the 1961,LAW
21.txt,11,CARDINAL
21.txt,undp,ORG
21.txt,inter office vouchers,ORG
21.txt,monthly,DATE
21.txt,undp hq new york,ORG
21.txt,036,CARDINAL
21.txt,about 25,CARDINAL
21.txt,12,CARDINAL
21.txt,undp bratislava and,ORG
21.txt,iov,ORG
21.txt,august 2002,DATE
21.txt,unon finance,ORG
21.txt,undp   bratislava,ORG
21.txt,two,CARDINAL
21.txt,johannesburg,GPE
21.txt,monrovia,GPE
21.txt,september 2002,DATE
21.txt,13,CARDINAL
21.txt,unon,ORG
21.txt,25,CARDINAL
21.txt,june,DATE
21.txt,consulta,ORG
21.txt,s,FAC
21.txt,14,CARDINAL
21.txt,undp bratislava,PERSON
21.txt,2002,CARDINAL
21.txt,15,CARDINAL
21.txt,the finance department supervisor,ORG
21.txt,financ,ORG
21.txt,the,ORG
21.txt,finance,ORG
21.txt,ed,PERSON
21.txt,whole,GPE
21.txt,the consulta,ORG
21.txt,howev,NORP
21.txt,slovakian,NORP
21.txt,the,LAW
21.txt,undp bratislava,FAC
21.txt,18,MONEY
21.txt,database,PERSON
21.txt,19,CARDINAL
21.txt,20,CARDINAL
21.txt,the finance department,ORG
21.txt,2,CARDINAL
21.txt,oios,ORG
21.txt,the end of   month,DATE
21.txt,unon unep narobi,ORG
21.txt,undp brati,ORG
21.txt,the agency    undp bratislava,ORG
21.txt,ntity,PERSON
21.txt,payees,ORG
21.txt,log    while,PERSON
21.txt,u non,ORG
21.txt,more than a year,DATE
21.txt,22,DATE
21.txt,slovakia,ORG
21.txt,however the consul,ORG
21.txt,23,CARDINAL
21.txt,consultants,ORG
21.txt,slovakia,GPE
21.txt,24,CARDINAL
21.txt,repor,ORG
21.txt,undp br atislava,ORG
21.txt,26,CARDINAL
21.txt,id  oios investigators,ORG
21.txt,27,CARDINAL
21.txt,rule 1012g,PERSON
21.txt,28   in the light,DATE
21.txt,rec no,ORG
21.txt,chec k,PERSON
21.txt,rec,ORG
21.txt,mployees,CARDINAL
21.txt,rec no iv0358003   recommendation,ORG
21.txt,agenc,ORG
21.txt,rec,NORP
21.txt,rec no iv0358005   recommendation 6,ORG
21.txt,the slovakian police,ORG
21.txt,rec no iv0358006,ORG
24.txt,united nations,ORG
24.txt,18,CARDINAL
24.txt,september,DATE
24.txt,1994,CARDINAL
24.txt,16 december 2004,DATE
24.txt,strictly,ORG
24.txt,2,CARDINAL
24.txt,page no,ORG
24.txt,3,CARDINAL
24.txt,26 january 2003,DATE
24.txt,4,CARDINAL
24.txt,email,PERSON
24.txt,ambassad,PERSON
24.txt,negroponte,GPE
24.txt,us government officials,ORG
24.txt,mzumara,PERSON
24.txt,oic,ORG
24.txt,5     e interview,CARDINAL
24.txt,dickson,PERSON
24.txt,6,CARDINAL
24.txt,8,CARDINAL
24.txt,9,CARDINAL
24.txt,i,ORG
24.txt,1,CARDINAL
24.txt,the investigations division of the office of intern al   oversight services,ORG
24.txt,organization,LOC
24.txt,africa   eca,ORG
24.txt,one,CARDINAL
24.txt,un rules,ORG
24.txt,regulations,PRODUCT
24.txt,excellency,PERSON
24.txt,john negropont,PERSON
24.txt,the us   mission,ORG
24.txt,un,ORG
24.txt,the   united states,GPE
24.txt,america,PERSON
24.txt,john kerry,PERSON
24.txt,se,PERSON
24.txt,dodd,PERSON
24.txt,senate,ORG
24.txt,the staff regulations,WORK_OF_ART
24.txt,staff,CARDINAL
24.txt,government,GPE
24.txt,al so,ORG
24.txt,bac,ORG
24.txt,5,CARDINAL
24.txt,eca,ORG
24.txt,p5,CARDINAL
24.txt,the end of november 2003,DATE
24.txt,the united states of america,GPE
24.txt,senate,PERSON
24.txt,perpetrat ed,PERSON
24.txt,general ethiopian foreign ministry,ORG
24.txt,the un system,EVENT
24.txt,7,CARDINAL
24.txt,the american government,ORG
24.txt,secretary eca,PERSON
24.txt,ten,CARDINAL
24.txt,the   american government,ORG
24.txt,organizatio,ORG
24.txt,negroponte,PERSON
24.txt,us government,ORG
24.txt,28 january 2003,DATE
24.txt,john negroponte,PERSON
24.txt,us,GPE
24.txt,the united states,GPE
24.txt,america s,PERSON
24.txt,john   kerry,PERSON
24.txt,maladministration,ORG
24.txt,the same   day,DATE
24.txt,white house,ORG
24.txt,mem ber,PERSON
24.txt,bush,PERSON
24.txt,cheney,PERSON
24.txt,10,CARDINAL
24.txt,negro,PERSON
24.txt,c    interview,ORG
24.txt,11,CARDINAL
24.txt,investigators,PERSON
24.txt,ag,ORG
24.txt,12,CARDINAL
24.txt,ec,ORG
24.txt,the   investigators,ORG
24.txt,members,PERSON
24.txt,union,ORG
24.txt,13,CARDINAL
24.txt,14,CARDINAL
24.txt,18   march 2003,DATE
24.txt,executive,ORG
24.txt,executive,NORP
24.txt,s,ORG
24.txt,mzumara oic,PERSON
24.txt,29 january 2003,DATE
24.txt,lusaka zambia,GPE
24.txt,he,CARDINAL
24.txt,m,PERSON
24.txt,cond,NORP
24.txt,it,GPE
24.txt,the j ab,ORG
24.txt,white   house,ORG
24.txt,the un   secretariat,ORG
24.txt,to,PERSON
24.txt,dickson mzumara,PERSON
24.txt,january 2003,DATE
24.txt,november 2003,DATE
24.txt,un regulations,ORG
24.txt,f    allegations of,ORG
24.txt,oios,ORG
24.txt,7 19,CARDINAL
24.txt,the nazareth restaurant,FAC
24.txt,2001,CARDINAL
24.txt,two,CARDINAL
24.txt,oluwatete   olokodana,PERSON
24.txt,vintzis,PERSON
24.txt,stokykov   chief facilities management,ORG
24.txt,ts,GPE
24.txt,olokodana,PERSON
24.txt,howev,NORP
24.txt,stoykov,PERSON
24.txt,lunch      21,ORG
24.txt,22,CARDINAL
24.txt,23,CARDINAL
24.txt,id  oios,ORG
24.txt,al systems,PERSON
24.txt,ohrms,ORG
24.txt,some two years ago,DATE
24.txt,24,CARDINAL
24.txt,stoy,PERSON
24.txt,25,MONEY
24.txt,bongoy,PERSON
24.txt,july 2003,DATE
24.txt,26,CARDINAL
24.txt,ali todaro,PERSON
24.txt,27,CARDINAL
24.txt,general,PERSON
24.txt,28   email,DATE
24.txt,negroponte pr,PERSON
24.txt,cheney senators,PERSON
24.txt,contra,NORP
24.txt,the oio s   investigators,ORG
24.txt,the un secretariat,LOC
24.txt,boss,PERSON
24.txt,29,CARDINAL
24.txt,the oios investigators,ORG
24.txt,however,GPE
24.txt,30,CARDINAL
24.txt,id rec no,ORG
24.txt,recommendation 2,LAW
24.txt,office of legal affairs,ORG
24.txt,organization,ORG
24.txt,12i,CARDINAL
26.txt,united nations                                            nations,ORG
26.txt,18,CARDINAL
26.txt,7,CARDINAL
26.txt,september 1994,EVENT
26.txt,20 april 2005,DATE
26.txt,strictly,ORG
26.txt,africa,LOC
26.txt,daily,ORG
26.txt,i,ORG
26.txt,3,CARDINAL
26.txt,4,CARDINAL
26.txt,bac,ORG
26.txt,9,CARDINAL
26.txt,10,CARDINAL
26.txt,11,CARDINAL
26.txt,1,CARDINAL
26.txt,the investigations division office,ORG
26.txt,an economic commission,ORG
26.txt,five,CARDINAL
26.txt,seychelles,GPE
26.txt,2001 some two years,DATE
26.txt,eca,ORG
26.txt,weaknesses,PERSON
26.txt,2,CARDINAL
26.txt,ge,ORG
26.txt,third,ORDINAL
26.txt,financial rule 1049,ORG
26.txt,monthly,DATE
26.txt,u,ORG
26.txt,10410,CARDINAL
26.txt,made,GPE
26.txt,is,GPE
26.txt,5,CARDINAL
26.txt,officia,PERSON
26.txt,6,CARDINAL
26.txt,eastern,ORG
26.txt,15,CARDINAL
26.txt,1999,DATE
26.txt,the berjaja mahe beach,FAC
26.txt,victoria,NORP
26.txt,the   african centre for women,ORG
26.txt,the african cen,FAC
26.txt,gender development,ORG
26.txt,46,CARDINAL
26.txt,8,CARDINAL
26.txt,division,ORG
26.txt,the integrated management informat ion system imis,ORG
26.txt,undp,ORG
26.txt,the finance division,ORG
26.txt,dsa,ORG
26.txt,however,NORP
26.txt,seychelles,ORG
26.txt,50 per cent,MONEY
26.txt,the acgd   officer,ORG
26.txt,undp,PERSON
26.txt,iov,ORG
26.txt,finance,ORG
26.txt,19 january 2000,DATE
26.txt,official 3,LAW
26.txt,the   acgd officer,ORG
26.txt,17 february,DATE
26.txt,2000,CARDINAL
26.txt,id  oios investigators,ORG
26.txt,official 4,LAW
26.txt,17,CARDINAL
26.txt,february 2,DATE
26.txt,three,CARDINAL
26.txt,amoun,GPE
26.txt,us3011,GPE
26.txt,partici,ORG
26.txt,participant 2,ORG
26.txt,12,CARDINAL
26.txt,official 5,LAW
26.txt,half,CARDINAL
26.txt,13,CARDINAL
26.txt,us49000,ORG
26.txt,barclays bank plc independenc,ORG
26.txt,the acgd   officer us300,ORG
26.txt,8 march 2000,DATE
26.txt,official 7,LAW
26.txt,mauritius,ORG
26.txt,acgd,ORG
26.txt,us49000   us44000,ORG
26.txt,official 2,LAW
26.txt,february 2000,DATE
26.txt,seychelles,NORP
26.txt,port louis,FAC
26.txt,the remaining,PERCENT
26.txt,chao s,PERSON
26.txt,us,GPE
26.txt,french,NORP
26.txt,barclays,ORG
26.txt,that,CARDINAL
26.txt,3500,MONEY
26.txt,late 18 february 1999,DATE
26.txt,19 february 1999,DATE
26.txt,12173,MONEY
26.txt,us1012000,ORG
26.txt,us205300,PERSON
26.txt,27 june 2000,DATE
26.txt,march 3 2000,DATE
26.txt,us22000,PRODUCT
26.txt,id  oio s,ORG
26.txt,undp mauritius,ORG
26.txt,17 february 1999,DATE
26.txt,first,ORDINAL
26.txt,18 february 1999,DATE
26.txt,the acgd offi,ORG
26.txt,made,ORG
26.txt,20,CARDINAL
26.txt,four to five,CARDINAL
26.txt,22,CARDINAL
26.txt,participant,ORG
26.txt,participant 3,ORG
26.txt,23,CARDINAL
26.txt,a few days,DATE
26.txt,24,CARDINAL
26.txt,participant,PERSON
26.txt,the director,ORG
26.txt,19 march   1999,DATE
26.txt,one,CARDINAL
26.txt,however,PERSON
26.txt,bank,ORG
26.txt,26,CARDINAL
26.txt,particip,NORP
26.txt,8 27,TIME
26.txt,second,ORDINAL
26.txt,some,NORP
26.txt,28,CARDINAL
26.txt,participant 1,LAW
26.txt,participant 2,LAW
26.txt,the   undp officer,ORG
26.txt,liaison,PERSON
26.txt,29,CARDINAL
26.txt,ntain,GPE
26.txt,accurate   id ,ORG
26.txt,participant 3,LAW
26.txt,a pril 28 2003,DATE
26.txt,id investigato,ORG
26.txt,us22000,ORG
26.txt,money,GPE
26.txt,18 february 2000,DATE
26.txt,june 1999,DATE
26.txt,32,CARDINAL
26.txt,eca   consequently,ORG
26.txt,offici al 4,PERSON
26.txt,payments,ORG
26.txt,24 march 2000,DATE
26.txt,direc,ORG
26.txt,ppfd,ORG
26.txt,34,CARDINAL
26.txt,the acgd office,ORG
26.txt,however,GPE
26.txt,offi,GPE
26.txt,13 april 2000,DATE
26.txt,offici,GPE
26.txt,18 february 2004,DATE
26.txt,see,GPE
26.txt,the barclays,ORG
26.txt,participant 1 ,PRODUCT
26.txt,see,ORG
26.txt,barclay   bank,ORG
26.txt,him,GPE
26.txt,financial rule,ORG
26.txt,1049      39,TIME
26.txt,see paragrap h,ORG
26.txt,15a,CARDINAL
26.txt,april 28 2003,DATE
26.txt,000,CARDINAL
26.txt,30,CARDINAL
26.txt,1 0410,CARDINAL
26.txt,united nations,ORG
26.txt,financial   rule,ORG
26.txt,only two,CARDINAL
26.txt,the acgd officer eca,ORG
26.txt,the acgd officer,ORG
26.txt,104,CARDINAL
26.txt,id rec no,ORG
26.txt,recommendation 2,LAW
27.txt,united nations,ORG
27.txt,klaus toepfer,PERSON
27.txt,date,GPE
27.txt,april 2005,DATE
27.txt,united nations environment programme,ORG
27.txt,05,CARDINAL
27.txt,barbara dixon,PERSON
27.txt,office of internal oversight services   subject allegations,ORG
27.txt,the post  conflict assessment unit,ORG
27.txt,the united nations environmental programme,ORG
27.txt,1,CARDINAL
27.txt,the investigations division of the office of internal oversight services   id,ORG
27.txt,the balkans task force,ORG
27.txt,the united nations environment   programme,ORG
27.txt,two,CARDINAL
27.txt,unep,ORG
27.txt,members,ORG
27.txt,together,PERSON
27.txt,unep  pcau consultant,ORG
27.txt,btf,ORG
27.txt,2,CARDINAL
27.txt,fifty percent,PERCENT
27.txt,unep staff,ORG
27.txt,3,CARDINAL
27.txt,allegation 4,ORG
27.txt,unepipcau,ORG
27.txt,members,PERSON
27.txt,the   btf,ORG
27.txt,allegation 2,ORG
27.txt,2,QUANTITY
27.txt,may 2000,DATE
27.txt,about a year,DATE
27.txt,well,PERSON
27.txt,5,CARDINAL
27.txt,organization,ORG
27.txt,st  al  l9997 ii 2,ORG
27.txt,member,PERSON
27.txt,6,CARDINAL
27.txt,financial regulation,ORG
27.txt,the united nations a best,ORG
27.txt,money,PERSON
27.txt,the   united nations,ORG
27.txt,7,CARDINAL
27.txt,however,NORP
27.txt,unops,ORG
27.txt,united,ORG
27.txt,8,CARDINAL
27.txt,francis montil,PERSON
27.txt,431,CARDINAL
27.txt,22 may 2005,DATE
31.txt,united nations,ORG
31.txt,united nations interim   administration mission,ORG
31.txt,kosovo,GPE
31.txt,investigation task force       allegations,ORG
31.txt,pristina airport,ORG
31.txt,028304,MONEY
31.txt,i introduction,PERSON
31.txt,1,CARDINAL
31.txt,28,CARDINAL
31.txt,february 2003,DATE
31.txt,pristina international airport,FAC
31.txt,the chartered   accountants,ORG
31.txt,pristina   international airport,FAC
31.txt,2,CARDINAL
31.txt,three,CARDINAL
31.txt,investigation    employees,ORG
31.txt,pri,PERSON
31.txt,section 1 of unmi regulation,LAW
31.txt,199924,CARDINAL
31.txt,12 december 1999,DATE
31.txt,22 march 1989,DATE
31.txt,un,ORG
31.txt,staff,CARDINAL
31.txt,integrity     staff rule 1101 misconduct,PERSON
31.txt,the charter of the united nations,LAW
31.txt,the staff regulations,WORK_OF_ART
31.txt,102,CARDINAL
31.txt,3,CARDINAL
31.txt,the investigation task force,ORG
31.txt,itf,ORG
31.txt,pristina airport,FAC
31.txt,pillar iv,ORG
31.txt,4,CARDINAL
31.txt,enquiries,GPE
31.txt,bac,ORG
31.txt,5,CARDINAL
31.txt,2001,DATE
31.txt,2003,DATE
31.txt,the   public enterprise,ORG
31.txt,the   kosovo force,ORG
31.txt,united nations sec,ORG
31.txt,council resolution   1244,ORG
31.txt,10 june 1999,DATE
31.txt,unmi regulation,ORG
31.txt,1999,DATE
31.txt,25,CARDINAL
31.txt,july 1999,DATE
31.txt,ko,PERSON
31.txt,6,CARDINAL
31.txt,the end of june 2002,DATE
31.txt,the pristina   airport,ORG
31.txt,the civil administration,ORG
31.txt,unmi,ORG
31.txt,official 1 and official 2 pillar ii,LAW
31.txt,the department of transport   and,ORG
31.txt,the transport   sector,ORG
31.txt,the unmi directorate of infrastructure a,ORG
31.txt,doti,ORG
31.txt,31 july 2000,DATE
31.txt,30 september 2001,DATE
31.txt,airport engineer i,ORG
31.txt,consultant,PRODUCT
31.txt,the   consulting,ORG
31.txt,7,CARDINAL
31.txt,1 july 2002,DATE
31.txt,pillar ii,EVENT
31.txt,the kosovo trust agency,ORG
31.txt,the airport sector,FAC
31.txt,the air traffic control services,ORG
31.txt,8,CARDINAL
31.txt,1 april 2004,DATE
31.txt,pristina international airport,ORG
31.txt,kfor,ORG
31.txt,9,CARDINAL
31.txt,the period january  december 2001,DATE
31.txt,the   airport,FAC
31.txt,samples,PERSON
31.txt,21,CARDINAL
31.txt,pristina,FAC
31.txt,the year 2001,DATE
31.txt,therefore,PERSON
31.txt,12,CARDINAL
31.txt,passeng er,PERSON
31.txt,13,CARDINAL
31.txt,14,CARDINAL
31.txt,1 january 2002,DATE
31.txt,handling fees,PERSON
31.txt,dm 14357949,ORG
31.txt,the chartered account,ORG
31.txt,the airport   however,ORG
31.txt,however ce rtain,FAC
31.txt,these were    airline,ORG
31.txt,2190,CARDINAL
31.txt,18,CARDINAL
31.txt,airl,PRODUCT
31.txt,ed with de ,PERSON
31.txt,one,CARDINAL
31.txt,25 dm,MONEY
31.txt,february 2001,DATE
31.txt,31 december 2001,DATE
31.txt,the month of january   2001,DATE
31.txt,375472,CARDINAL
31.txt,whom 18996,DATE
31.txt,euro,PERSON
31.txt,4799395,ORG
31.txt,the month of jan,DATE
31.txt,2001,CARDINAL
31.txt,23,CARDINAL
31.txt,24,CARDINAL
31.txt,iata,ORG
31.txt,pristina ai,FAC
31.txt,airport,PERSON
31.txt,27,CARDINAL
31.txt,airlines,ORG
31.txt,iata,NORP
31.txt,itf,LOC
35.txt,united nations,ORG
35.txt,date,GPE
35.txt,28 july 2004,DATE
35.txt,1604,CARDINAL
35.txt,charles brayshaw   a,PERSON
35.txt,john todd,PERSON
35.txt,task force   subject,PRODUCT
35.txt,1,CARDINAL
35.txt,april 2004,DATE
35.txt,the investigation task force itf,ORG
35.txt,unmu,ORG
35.txt,the pristina airport,FAC
35.txt,2,CARDINAL
35.txt,unmi,ORG
35.txt,the icelandic civil   aviation administration,ORG
35.txt,the icaa   of,ORG
35.txt,1 april 2004,DATE
35.txt,iceland,GPE
35.txt,wpvi,PERSON
35.txt,pristina airport,FAC
35.txt,3,CARDINAL
35.txt,icaa,ORG
35.txt,airport,ORG
35.txt,5,CARDINAL
35.txt,the itf the airport,ORG
35.txt,internal audit department,ORG
35.txt,itf,ORG
35.txt,6,CARDINAL
35.txt,7,CARDINAL
35.txt,mark gough,PERSON
35.txt,vienna,GPE
35.txt,jean  marie,PERSON
36.txt,1,CARDINAL
36.txt,2,CARDINAL
36.txt,united nations,ORG
36.txt,united nations interim   administration,ORG
36.txt,kosovo,GPE
36.txt,unmi,ORG
36.txt,investigation task force,ORG
36.txt,december 3 rd  2004,DATE
36.txt,reference itf  kh  04  03,LAW
36.txt,søren jessen  petersen,PERSON
36.txt,unmi,GPE
36.txt,from,DATE
36.txt,wolfgang nikolaus   team,PERSON
36.txt,pristina airport,FAC
36.txt,london,GPE
36.txt,company,PERSON
36.txt,insurance   company,ORG
36.txt,2003,CARDINAL
36.txt,unmi pillar ii,ORG
36.txt,the kosovo   trust agency,ORG
36.txt,2002,DATE
36.txt,2003,DATE
36.txt,kosovo consolidated funds,ORG
36.txt,more than 125000,CARDINAL
36.txt,usd,ORG
36.txt,october 2003,DATE
36.txt,october 2004,DATE
36.txt,insurance company 1,ORG
36.txt,the department of justice   3,ORG
36.txt,itf,ORG
36.txt,1 april 2004,DATE
36.txt,pristina page,FAC
36.txt,insurance company 2,ORG
36.txt,4,CARDINAL
36.txt,insurance ccompany 2,ORG
36.txt,company  insuranc e company 1,ORG
36.txt,2 october 2004,DATE
36.txt,the   insurance company 2,ORG
36.txt,5,CARDINAL
36.txt,the insurance company 1 contract policy,ORG
36.txt,9,CARDINAL
36.txt,july 2002,DATE
36.txt,conditions,PERSON
36.txt,insured,ORG
36.txt,30 days,DATE
36.txt,two,CARDINAL
36.txt,the period 1 april to 1 october 2004,DATE
36.txt,pristina international airport,FAC
36.txt,6,CARDINAL
36.txt,three,CARDINAL
36.txt,administrati,GPE
36.txt,7,CARDINAL
36.txt,itf,LOC
36.txt,department of justice,ORG
36.txt,ade,PERSON
36.txt,the department   of,ORG
36.txt,8,CARDINAL
36.txt,pristin,GPE
36.txt,mark gough   id,PERSON
36.txt,vienna,GPE
36.txt,26060,DATE
36.txt,james wasserstrom,PERSON
36.txt,paul  lachal,PERSON
36.txt,mark gough,PERSON
38.txt,united nations,ORG
38.txt,united nations interim   administration mission,ORG
38.txt,kosovo,GPE
38.txt,tas force     investigation into,ORG
38.txt,allegations of bribery,ORG
38.txt,favou,ORG
38.txt,procurement of uniforms,WORK_OF_ART
38.txt,pristina airport,FAC
38.txt,case no,ORG
38.txt,i background,PERSON
38.txt,1,CARDINAL
38.txt,a kosovo trust agency,ORG
38.txt,ta internal audit unit,ORG
38.txt,4,CARDINAL
38.txt,october 2004,DATE
38.txt,pristina   airport,ORG
38.txt,summer and winter,DATE
38.txt,summer,DATE
38.txt,2,CARDINAL
38.txt,iau,ORG
38.txt,28,CARDINAL
38.txt,vendor,ORG
38.txt,pristina airport,ORG
38.txt,officer pristina airport,ORG
38.txt,one,CARDINAL
38.txt,the bid evaluation   committee,ORG
38.txt,the finance department,ORG
38.txt,the   finance officer,ORG
38.txt,committee,PRODUCT
38.txt,vendor 2,PERSON
38.txt,3,CARDINAL
38.txt,procurem,PERSON
38.txt,officer 1,LAW
38.txt,itf,ORG
38.txt,the finance office,ORG
38.txt,vendor   2,PERSON
38.txt,article 343  accepting bribes article 344 giving,LAW
38.txt,15,CARDINAL
38.txt,december,DATE
38.txt,kosovo consolidated budget funds  section,ORG
38.txt,fair   competition,LAW
38.txt,evaluat,PERSON
38.txt,the bid   evaluation committee,ORG
38.txt,fair,LAW
38.txt,procurement offi,ORG
38.txt,article 161  threat       iii,LAW
38.txt,a bid opening commit,ORG
38.txt,10,CARDINAL
38.txt,three,CARDINAL
38.txt,vendor 1 manager,PERSON
38.txt,7,CARDINAL
38.txt,a bid evaluation committee,ORG
38.txt,18  06  0,DATE
38.txt,23,CARDINAL
38.txt,two,CARDINAL
38.txt,8,CARDINAL
38.txt,pristina,GPE
38.txt,9,CARDINAL
38.txt,finance,ORG
38.txt,11,CARDINAL
38.txt,the committee   committee,ORG
38.txt,the day,DATE
38.txt,first,ORDINAL
38.txt,committee,ORG
