File Name,Entity,Label
16.txt,2,CARDINAL
16.txt,Pillar II,EVENT
16.txt,Internal Oversight Unit,ORG
16.txt,PRIO Unit’s,ORG
16.txt,UN,ORG
16.txt,3,CARDINAL
16.txt,The Directorate of Rural Affairs,ORG
16.txt,UNMIK Civil Administration,ORG
16.txt,October 2001,DATE
16.txt,Department of Agriculture,ORG
16.txt,Veterinary Services &,ORG
16.txt,Border Control,PERSON
16.txt,Pu blic Forests,PERSON
16.txt,Security Council Resolution 1244,ORG
16.txt,United Nations,ORG
16.txt,the UN Rules and Regulations,ORG
16.txt,II,CARDINAL
16.txt,4,CARDINAL
16.txt,al l,ORG
16.txt,5,CARDINAL
16.txt,the European Agency,ORG
16.txt,EAR,ORG
16.txt,Strengthening of Publi c Veterinary Services,WORK_OF_ART
16.txt,SPUVESEK,GPE
16.txt,Identification & Registration,ORG
16.txt,6,CARDINAL
16.txt,late 2002,DATE
16.txt,November 2003,DATE
16.txt,"170,000",MONEY
16.txt,February 2004,DATE
16.txt,Central Procurement Entity,ORG
16.txt,2 7,CARDINAL
16.txt,second,ORDINAL
16.txt,"135,000",MONEY
16.txt,19 May 2004,DATE
16.txt,eight,CARDINAL
16.txt,8,CARDINAL
16.txt,PRIO,ORG
16.txt,five,CARDINAL
16.txt,PDA,ORG
16.txt,USD $323,MONEY
16.txt,USD $818.30,MONEY
16.txt,9,CARDINAL
16.txt,two,CARDINAL
16.txt,firstly,ORDINAL
16.txt,Vendor 1,PERSON
16.txt,Secondly,ORDINAL
16.txt,Vendor 2,PERSON
16.txt,Vendor 3,PERSON
16.txt,"more than €17,000",MONEY
16.txt,Vendor 3’s,PERSON
16.txt,"yearly €16,500",MONEY
16.txt,"more than €15,000",MONEY
16.txt,10,CARDINAL
16.txt,Ven,PERSON
16.txt,Vendor 4,PERSON
16.txt,six,CARDINAL
16.txt,11,CARDINAL
16.txt,Section VII of the Bidding Do,LAW
16.txt,Obligatory Requirements,WORK_OF_ART
16.txt,five working days,DATE
16.txt,a week,DATE
16.txt,12,CARDINAL
16.txt,13,CARDINAL
16.txt,Gotive H41 IB,ORG
16.txt,Gotive H41,WORK_OF_ART
16.txt,Vendor 5,ORG
16.txt,the “Gotive H41,ORG
16.txt,first,ORDINAL
16.txt,KVS,ORG
16.txt,14,DATE
16.txt,Section VI “Technical Spec,ORG
16.txt,Bidding,PERSON
16.txt,Section VI,ORG
16.txt,three,CARDINAL
16.txt,15,CARDINAL
16.txt,19 May,DATE
16.txt,EIA,ORG
16.txt,PD264-XB,PRODUCT
16.txt,16,CARDINAL
16.txt,Two,CARDINAL
16.txt,Vendor 5,FAC
16.txt,VAT,ORG
16.txt,Vendor 5,PERSON
16.txt,five days,DATE
16.txt,approximately 70,CARDINAL
16.txt,17,CARDINAL
16.txt,Vendor,ORG
16.txt,18,DATE
16.txt,Section VII,LAW
16.txt,the five days,DATE
16.txt,19,CARDINAL
16.txt,ITB,ORG
16.txt,20,CARDINAL
16.txt,UN Financial Rules,ORG
16.txt,"UNMIK’s Finance 
Administrative",ORG
16.txt,KCB,ORG
16.txt,21,CARDINAL
16.txt,Recommendation 1 :,LAW
16.txt,UNMIK,ORG
2.txt,STRICTLY,PRODUCT
2.txt,"UNITED NATIONS  
 
 
 
 
 
 
Investigation Task Force",ORG
2.txt,1,CARDINAL
2.txt,12,CARDINAL
2.txt,UNITED NATIONS,ORG
2.txt,Kosovo,GPE
2.txt,"Intérimaire des Nations 
Unies",ORG
2.txt,"Kosovo  
 
 Investigation Task Force",ORG
2.txt,December 2004,DATE
2.txt,The Investigation Task Force,ORG
2.txt,withdra,PERSON
2.txt,Air Traffic Control Services,ORG
2.txt,Pri,PERSON
2.txt,International Airport,FAC
2.txt,2003,DATE
2.txt,"the Chartered 
Accountants",ORG
2.txt,the Prishtina Airpor,ORG
2.txt,Kosovo Trust Agency,ORG
2.txt,UNMIK Pillar IV,ORG
2.txt,"the European 
Union",ORG
2.txt,UNMIK,ORG
2.txt,the Provisional Institutions,ORG
2.txt,Self-Government,ORG
2.txt,PISG,ORG
2.txt,the Constitutional Framework for Provisional Self-G,ORG
2.txt,the Investigation Task Force UNMIK/ED/2003/16,ORG
2.txt,21,CARDINAL
2.txt,October 2003,DATE
2.txt,2,CARDINAL
2.txt,United Nations Security Co,ORG
2.txt,1999,DATE
2.txt,10 June 1999,DATE
2.txt,United Nations,ORG
2.txt,1999/ 1,CARDINAL
2.txt,25 July 1999,DATE
2.txt,Authority,ORG
2.txt,22 March 1989,DATE
2.txt,3,CARDINAL
2.txt,KTA,ORG
2.txt,UNMIK Regulation,ORG
2.txt,2001/27,CARDINAL
2.txt,8 October,DATE
2.txt,11.3,CARDINAL
2.txt,11.4,CARDINAL
2.txt,BACKGROUND,ORG
2.txt,4,CARDINAL
2.txt,10.000,MONEY
2.txt,"Between July 
2002",DATE
2.txt,November 2003,DATE
2.txt,642.000,MONEY
2.txt,"February 
2003",DATE
2.txt,5,CARDINAL
2.txt,01 July 2002,DATE
2.txt,"Prishtina 
Airport",FAC
2.txt,De,ORG
2.txt,day,DATE
2.txt,the ATCS Finance Office,ORG
2.txt,Finance,ORG
2.txt,Officer 1,LAW
2.txt,ATC S,ORG
2.txt,6,CARDINAL
2.txt,ITF,ORG
2.txt,two,CARDINAL
2.txt,2002,DATE
2.txt,ATCS,ORG
2.txt,ATCS bank,ORG
2.txt,mid-2002,DATE
2.txt,Division,ORG
2.txt,Invest,ORG
2.txt,Official 1,LAW
2.txt,Prishtina Airport,FAC
2.txt,ATCS Finance Office,ORG
2.txt,Italy,GPE
2.txt,"the United 
Kingdom",GPE
2.txt,8,CARDINAL
2.txt,the period September 2000 to December 2003,DATE
2.txt,UNMIK Aviation Transport,ORG
2.txt,Airport Prishtina,GPE
2.txt,9,CARDINAL
2.txt,Divisi,PERSON
2.txt,the ATCS Finance,ORG
2.txt,Finance Offi,ORG
2.txt,10,CARDINAL
2.txt,Pillar 4 – KTA,LAW
2.txt,1 July 2002,DATE
2.txt,46/2002,CARDINAL
2.txt,49/2002,CARDINAL
2.txt,55/2002,CARDINAL
2.txt,5 9/2002,CARDINAL
2.txt,01 April 2002,DATE
2.txt,"46,",DATE
2.txt,49,DATE
2.txt,55,DATE
2.txt,59,CARDINAL
2.txt,13,CARDINAL
2.txt,relat ed,PERSON
2.txt,UNMIK Pillar 2,ORG
2.txt,01,CARDINAL
2.txt,05/2002,CARDINAL
2.txt,06/2002,CARDINAL
2.txt,07/2002,CARDINAL
2.txt,bee n,ORG
2.txt,several hundred,CARDINAL
2.txt,Finance Office,ORG
2.txt,14,DATE
2.txt,F inance Officer 2,PRODUCT
2.txt,less than €500,MONEY
2.txt,Euro,PERSON
2.txt,over €500,MONEY
2.txt,15,CARDINAL
2.txt,Nokia 8850,ORG
2.txt,the ATC S Official and Official,ORG
2.txt,"1.176,00",MONEY
2.txt,VALA,ORG
2.txt,20,CARDINAL
2.txt,2 3.52) + (,DATE
2.txt,58.8,CARDINAL
2.txt,"960,00",MONEY
2.txt,16,CARDINAL
2.txt,Official 4,LAW
2.txt,the Pristina Airport,FAC
2.txt,59/2 002,CARDINAL
2.txt,four,CARDINAL
2.txt,25 May 2002,DATE
2.txt,21 May 2002,DATE
2.txt,22,CARDINAL
2.txt,May 2002,DATE
2.txt,al l,ORG
2.txt,17,CARDINAL
2.txt,06/2002,ORG
2.txt,18,CARDINAL
2.txt,provid ed,PERSON
2.txt,19,CARDINAL
2.txt,nineteen,CARDINAL
2.txt,seven,CARDINAL
2.txt,six,CARDINAL
2.txt,7,CARDINAL
2.txt,21,DATE
2.txt,Prishtina Air,ORG
2.txt,"May 
2002",DATE
2.txt,UK,GPE
2.txt,Shinf ield Park,GPE
2.txt,London,GPE
2.txt,Prishtina,GPE
2.txt,Official 3,LAW
2.txt,1158,MONEY
2.txt,22,DATE
2.txt,30 June 2002,DATE
2.txt,TCS,ORG
2.txt,23,CARDINAL
2.txt,24,DATE
2.txt,includin g,PERSON
2.txt,23.52,CARDINAL
2.txt,Head of Department,ORG
2.txt,hundreds,CARDINAL
2.txt,25,CARDINAL
2.txt,26,CARDINAL
2.txt,27,CARDINAL
2.txt,2001/02,CARDINAL
2.txt,29,CARDINAL
2.txt,the Prishtina Airport,FAC
2.txt,30,CARDINAL
2.txt,February 2004,DATE
2.txt,the ATCS Management,ORG
2.txt,hose,PERSON
2.txt,"the ATCS 
Finance Office",ORG
2.txt,31,CARDINAL
2.txt,Pris,PERSON
2.txt,Airport,PERSON
2.txt,32,CARDINAL
2.txt,w ho,PERSON
2.txt,Canada,GPE
2.txt,United Kingdom,GPE
2.txt,Employees,ORG
2.txt,33,DATE
2.txt,0n 01 July 2002,DATE
2.txt,UNMIK Pillar,ORG
2.txt,nine,CARDINAL
2.txt,49/2002/55/2002,CARDINAL
2.txt,59/2002,CARDINAL
2.txt,06/2002,GPE
2.txt,64435,MONEY
2.txt,the ATCS Financ e Office,ORG
2.txt,34,DATE
2.txt,one,CARDINAL
2.txt,9,MONEY
2.txt,Official 3 and Official 1,LAW
2.txt,35,DATE
2.txt,June 2002,DATE
2.txt,6975,MONEY
2.txt,Two,CARDINAL
2.txt,Department 1,ORG
2.txt,5425,MONEY
2.txt,1550,MONEY
2.txt,36,DATE
2.txt,det,DATE
2.txt,37,DATE
2.txt,TF,ORG
2.txt,several hundreds,CARDINAL
2.txt,91,MONEY
2.txt,early 2 004,DATE
2.txt,over €100,MONEY
2.txt,38,CARDINAL
2.txt,Official 4’s,LAW
2.txt,Customs,ORG
2.txt,KTA,FAC
2.txt,39,DATE
2.txt,the Airport Steering Com,FAC
2.txt,16 July 2004,DATE
2.txt,9.3,CARDINAL
2.txt,11,CARDINAL
2.txt,41,CARDINAL
2.txt,Recommendation 1 :,LAW
2.txt,issu ed,PERSON
2.txt,05,CARDINAL
2.txt,Recommendation 6,LAW
2.txt,06,CARDINAL
2.txt,Ai,PERSON
2.txt,the period 01 July 2002,DATE
2.txt,07,DATE
2.txt,The Office for Coordination of Oversight of Public,ORG
21.txt,UNITED NATIONS,ORG
21.txt,NATIONS,ORG
21.txt,UN,ORG
21.txt,18,CARDINAL
21.txt,ST/SGB/273,EVENT
21.txt,September 1994,DATE
21.txt,STRICTLY,ORG
21.txt,23 May 2005,DATE
21.txt,I.  INTRODUCTION,ORG
21.txt,1,CARDINAL
21.txt,"the Investigations 
Division of the Office of Internal Oversight Servic",ORG
21.txt,between October 2003,DATE
21.txt,March 2005,DATE
21.txt,2,CARDINAL
21.txt,The United Nations Office,ORG
21.txt,Nairobi,GPE
21.txt,"the United 
Nations Development Programme",ORG
21.txt,UNDP,ORG
21.txt,Bratislava,GPE
21.txt,"10,079",MONEY
21.txt,UNDP Bratislava,PERSON
21.txt,3,CARDINAL
21.txt,4,CARDINAL
21.txt,5,CARDINAL
21.txt,United Nations,ORG
21.txt,101.2(g,CARDINAL
21.txt,7,CARDINAL
21.txt,8,CARDINAL
21.txt,third,ORDINAL
21.txt,9,CARDINAL
21.txt,10,CARDINAL
21.txt,Fraud,GPE
21.txt,1961,DATE
21.txt,Article 250,LAW
21.txt,Slovakian Criminal Code,WORK_OF_ART
21.txt,BACKGROUND,ORG
21.txt,11,CARDINAL
21.txt,UNHQ,ORG
21.txt,UNON,ORG
21.txt,Inter Office Vouchers,ORG
21.txt,IOV,ORG
21.txt,monthly,DATE
21.txt,the month,DATE
21.txt,UNDP HQ New York,ORG
21.txt,036,CARDINAL
21.txt,UNDP Bratislava,FAC
21.txt,about 25,CARDINAL
21.txt,a month,DATE
21.txt,12,CARDINAL
21.txt,October 2003,DATE
21.txt,UNDP Bratislava,ORG
21.txt,August 2002,DATE
21.txt,two,CARDINAL
21.txt,Consultan,PERSON
21.txt,"5,814",MONEY
21.txt,"4,265",MONEY
21.txt,Johannesburg,GPE
21.txt,Monrovia,GPE
21.txt,September 2002,DATE
21.txt,13,CARDINAL
21.txt,"25 
June 2002",DATE
21.txt,Consulta,ORG
21.txt,14,CARDINAL
21.txt,UNEP,ORG
21.txt,2002,DATE
21.txt,15,CARDINAL
21.txt,The Finance Department,ORG
21.txt,Supervisor,PERSON
21.txt,Financ,ORG
21.txt,16,CARDINAL
21.txt,Finance,ORG
21.txt,The Consultant,WORK_OF_ART
21.txt,one,CARDINAL
21.txt,ed,PERSON
21.txt,Slovakia,ORG
21.txt,The Consulta nt”,WORK_OF_ART
21.txt,Howev,PERSON
21.txt,The Consult,WORK_OF_ART
21.txt,17,CARDINAL
21.txt,Slovakian,NORP
21.txt,19,CARDINAL
21.txt,20,CARDINAL
21.txt,OIOS,ORG
21.txt,"the end of 
month",DATE
21.txt,Photocopying Assi,PERSON
21.txt,21,CARDINAL
21.txt,UNEP Narobi,ORG
21.txt,UNDP Brati,ORG
21.txt,• UNDP Bratislava,ORG
21.txt,U NON,ORG
21.txt,more than a year,DATE
21.txt,• UNEP Narobi,ORG
21.txt,One,CARDINAL
21.txt,Consultant,PRODUCT
21.txt,22,CARDINAL
21.txt,Consul,NORP
21.txt,Two,CARDINAL
21.txt,23,CARDINAL
21.txt,ID/OIOS,ORG
21.txt,The Consultant’s,WORK_OF_ART
21.txt,Slovakia,GPE
21.txt,24,CARDINAL
21.txt,25,CARDINAL
21.txt,Repor,ORG
21.txt,UNDP Br atislava,ORG
21.txt,26,CARDINAL
21.txt,ID/OIOS Investigators,ORG
21.txt,27,CARDINAL
21.txt,28,CARDINAL
21.txt,Recommendation 1:  It,LAW
21.txt,chec k,PERSON
21.txt,Agenc,ORG
21.txt,Atlas,PERSON
21.txt,Recommendation 5,LAW
21.txt,the Slovakian Police,ORG
24.txt,UNITED NATIONS                                            NATIONS,ORG
24.txt,ST,GPE
24.txt,18,CARDINAL
24.txt,September 1994,DATE
24.txt,"December 2004  
 
 ",DATE
24.txt,STRICTLY,ORG
24.txt,"THE ORGANIZATION  
 
 
ID  CASE",ORG
24.txt,0570/03,CARDINAL
24.txt,I.      ,PERSON
24.txt,"3  
 
 
II",MONEY
24.txt,3,CARDINAL
24.txt,BACKGROUND INFORMATION    ,ORG
24.txt,Hiwot Abebe,PERSON
24.txt,26 January 2003,DATE
24.txt,4,CARDINAL
24.txt,Email,PERSON
24.txt,Ambassad,PERSON
24.txt,Negroponte and US Government Officials    ,ORG
24.txt,"4 
 C. Interview",PERCENT
24.txt,5,CARDINAL
24.txt,D.,NORP
24.txt,Mzumara,PERSON
24.txt,OIC,ORG
24.txt,SRO,ORG
24.txt,Lusaka,ORG
24.txt,E. Interview,PERSON
24.txt,Dickson Mzumara,PERSON
24.txt,"6 
 ",CARDINAL
24.txt,6,CARDINAL
24.txt,VIII,ORG
24.txt,9,CARDINAL
24.txt,"3  
I.   INTRODUCTION 
 
1",PRODUCT
24.txt,"The Investigations Division of the Office of Intern al 
Oversight Services",ORG
24.txt,OIOS,ORG
24.txt,Organization,ORG
24.txt,Africa,LOC
24.txt,ECA,ORG
24.txt,One,CARDINAL
24.txt,2,CARDINAL
24.txt,UN Rules and Regulations,ORG
24.txt,John Negropont,PERSON
24.txt,US,GPE
24.txt,UN,ORG
24.txt,United States of America,GPE
24.txt,John Kerry,PERSON
24.txt,Se,PERSON
24.txt,Dodd,PERSON
24.txt,Senate,ORG
24.txt,the Staff Regulations,WORK_OF_ART
24.txt,METHODOLOGY,ORG
24.txt,al,PERSON
24.txt,BACKGROUND INFORMATION,ORG
24.txt,P5,NORP
24.txt,the end of November 2003,DATE
24.txt,over 25 years,DATE
24.txt,the United States of America,GPE
24.txt,United States,ORG
24.txt,perpetrat ed,PERSON
24.txt,Crimes of Rape and Maladministr ation,WORK_OF_ART
24.txt,Ethiopian Foreign Ministry,ORG
24.txt,the UN System,ORG
24.txt,7,CARDINAL
24.txt,Abebe,PERSON
24.txt,the American Government,ORG
24.txt,ten,CARDINAL
24.txt,American Government,ORG
24.txt,8,CARDINAL
24.txt,Organizatio,ORG
24.txt,"Negroponte  
",PERSON
24.txt,US Government,ORG
24.txt,28 January 2003,DATE
24.txt,John Negroponte,PERSON
24.txt,Hiwot,PERSON
24.txt,"John 
Kerry",PERSON
24.txt,the United States Senate,ORG
24.txt,"the same 
day",DATE
24.txt,White House,ORG
24.txt,mem ber,PERSON
24.txt,Bush,PERSON
24.txt,Cheney,PERSON
24.txt,10,CARDINAL
24.txt,Negroponte,PERSON
24.txt,Negro,PERSON
24.txt,11,CARDINAL
24.txt,UN System,ORG
24.txt,ag,ORG
24.txt,12,CARDINAL
24.txt,EC,ORG
24.txt,13,CARDINAL
24.txt,"s. 
 
",PERSON
24.txt,14,CARDINAL
24.txt,"18 
March 2003",DATE
24.txt,Executive,ORG
24.txt,Executive,NORP
24.txt,15,DATE
24.txt,29 January 2003,DATE
24.txt,Dickson Mzumara,ORG
24.txt,Lusaka,GPE
24.txt,Zambia,GPE
24.txt,16,CARDINAL
24.txt,the same day,DATE
24.txt,M,PERSON
24.txt,Cond,NORP
24.txt,the J AB,ORG
24.txt,Nairobi,GPE
24.txt,"White 
House",ORG
24.txt,USA,GPE
24.txt,Secretariat,ORG
24.txt,Boss,PERSON
24.txt,17,CARDINAL
24.txt,January 2003,DATE
24.txt,November 2003,DATE
24.txt,UN Regulations,ORG
24.txt,one,CARDINAL
24.txt,7 19,DATE
24.txt,the Nazareth Restaurant,FAC
24.txt,2001,DATE
24.txt,two,CARDINAL
24.txt,Olokodana,GPE
24.txt,Vintzis,PERSON
24.txt,Stokykov,GPE
24.txt,Facilities Management Section,ORG
24.txt,20,CARDINAL
24.txt,Olokodana,PERSON
24.txt,Howev,PERSON
24.txt,Stoykov,PERSON
24.txt,21,DATE
24.txt,22,CARDINAL
24.txt,23,CARDINAL
24.txt,al systems,PERSON
24.txt,OHRMS,ORG
24.txt,some two years ago,DATE
24.txt,United Nations,ORG
24.txt,24,CARDINAL
24.txt,Stoy,PERSON
24.txt,25,CARDINAL
24.txt,Bongoy – Mawalla,PERSON
24.txt,July 2003,DATE
24.txt,26,CARDINAL
24.txt,Ali Todaro,PERSON
24.txt,Specia,PERSON
24.txt,EVIDENCE,ORG
24.txt,Gov,PERSON
24.txt,28,CARDINAL
24.txt,contra,NORP
24.txt,the UN Secretariat,LOC
24.txt,Human Rights Organizations,ORG
24.txt,29,CARDINAL
24.txt,the OIOS Investigators,ORG
24.txt,30,CARDINAL
24.txt,"RECOMMENDATIONS  
 
Recommendation 1  
 
",LAW
24.txt,Personnel Status File,ORG
24.txt,Office of Legal Affairs,ORG
24.txt,OLA,ORG
26.txt,ST,GPE
26.txt,18,CARDINAL
26.txt,September 1994,DATE
26.txt,20 April 2005,DATE
26.txt,STRICTLY,ORG
26.txt,2,CARDINAL
26.txt,AFRICA,LOC
26.txt,ECA,ORG
26.txt,"3 
 
II",MONEY
26.txt,………………………………………………,PRODUCT
26.txt,BACKGROUND,ORG
26.txt,…………………………………………..  ,PRODUCT
26.txt,"9 
 
VII",DATE
26.txt,11,CARDINAL
26.txt,3,CARDINAL
26.txt,1,CARDINAL
26.txt,"The Investigations Division, Office of Internal Ove rsight Services",ORG
26.txt,an Economic Commission of  Africa,ORG
26.txt,"12,000",MONEY
26.txt,five,CARDINAL
26.txt,Seychelles,GPE
26.txt,2001 some two years,DATE
26.txt,"APPLICABLE  LAWS 
 
2",ORG
26.txt,ge,ORG
26.txt,third,ORDINAL
26.txt,Financial Rule 104.9,ORG
26.txt,ST/SGB/2003/7,ORG
26.txt,monthly,DATE
26.txt,U,ORG
26.txt,4,CARDINAL
26.txt,Financial Rule 104.10,ORG
26.txt,METHODOLOGY,ORG
26.txt,5,CARDINAL
26.txt,DSA,ORG
26.txt,6,CARDINAL
26.txt,Eastern,ORG
26.txt,Southern Africa Sub Regional Meeting,ORG
26.txt,"15 to 18 February, 1999",DATE
26.txt,the Berjaja Mahe Beach,FAC
26.txt,Victoria,GPE
26.txt,"the 
African Centre for Women",ORG
26.txt,the African Cen,ORG
26.txt,Gender Development,ORG
26.txt,over 100,CARDINAL
26.txt,46,CARDINAL
26.txt,8,CARDINAL
26.txt,Division,ORG
26.txt,the Integrated Management Informat ion System,ORG
26.txt,IMIS,ORG
26.txt,UNDP,ORG
26.txt,the Finance Division,ORG
26.txt,9,CARDINAL
26.txt,50 per cent,MONEY
26.txt,IOV,ORG
26.txt,Finance,ORG
26.txt,10,CARDINAL
26.txt,19 January 2000,DATE
26.txt,Official 3,LAW
26.txt,"5 US$49,000",MONEY
26.txt,"17 February 
2000",DATE
26.txt,1999,DATE
26.txt,Official 4,LAW
26.txt,17,CARDINAL
26.txt,February 2 000,DATE
26.txt,three,CARDINAL
26.txt,"3,011",MONEY
26.txt,Partici,ORG
26.txt,Participant 2,ORG
26.txt,Participant 3,LAW
26.txt,12,CARDINAL
26.txt,"40,000",MONEY
26.txt,"35,000",MONEY
26.txt,half,CARDINAL
26.txt,"5,000",MONEY
26.txt,"9,000",MONEY
26.txt,13,CARDINAL
26.txt,"49,000",MONEY
26.txt,Barclays Bank PLC Independenc,ORG
26.txt,"49,300",MONEY
26.txt,300,MONEY
26.txt,8 March 2000,DATE
26.txt,Official 7,LAW
26.txt,Mauritius,ORG
26.txt,ACGD,ORG
26.txt,"44,000",MONEY
26.txt,14,CARDINAL
26.txt,2000,DATE
26.txt,Official 2,LAW
26.txt,Official 4’s,LAW
26.txt,17 February 2000,DATE
26.txt,Seychelles,NORP
26.txt,Port Louis,GPE
26.txt,the remaining,PERCENT
26.txt,chao s,PERSON
26.txt,Barclays,ORG
26.txt,US,GPE
26.txt,15,CARDINAL
26.txt,"US$5,000 and US$ 3,500",MONEY
26.txt,"22,000",MONEY
26.txt,late 18 February 1999,DATE
26.txt,"3,327",MONEY
26.txt,"3,300",MONEY
26.txt,19 February 1999,DATE
26.txt,"12,173",MONEY
26.txt,"10,120.00",MONEY
26.txt,"2,053.00",MONEY
26.txt,16,CARDINAL
26.txt,27 June 2000,DATE
26.txt,"March 3, 2000",DATE
26.txt,"US$22,000 and US$3,327",MONEY
26.txt,"US$10,120 and US$2",MONEY
26.txt,053,CARDINAL
26.txt,ID/OIO S,ORG
26.txt,Barclays in Seychelles,ORG
26.txt,17 February 1999,DATE
26.txt,first,ORDINAL
26.txt,18 February 1999,DATE
26.txt,The ACGD Offi,ORG
26.txt,19,CARDINAL
26.txt,20,CARDINAL
26.txt,Participant 1’s,WORK_OF_ART
26.txt,21,CARDINAL
26.txt,four to five,CARDINAL
26.txt,7,CARDINAL
26.txt,22,CARDINAL
26.txt,ID/OIOS Investigators,ORG
26.txt,Participant 1,ORG
26.txt,23,CARDINAL
26.txt,a few days,DATE
26.txt,24,CARDINAL
26.txt,ed PT.8’s,PERSON
26.txt,Participant 1,LAW
26.txt,"1,000",MONEY
26.txt,"1,068",MONEY
26.txt,943,MONEY
26.txt,"19 March 
1999",DATE
26.txt,25,CARDINAL
26.txt,one,CARDINAL
26.txt,Bank,ORG
26.txt,26,CARDINAL
26.txt,Particip,NORP
26.txt,8 27,DATE
26.txt,second,ORDINAL
26.txt,Participant 3,PRODUCT
26.txt,28,CARDINAL
26.txt,Participant 2,LAW
26.txt,Liaison,PERSON
26.txt,29,CARDINAL
26.txt,Register,ORG
26.txt,Participant,ORG
26.txt,30,CARDINAL
26.txt,"A pril 28, 2003",DATE
26.txt,ID Investigato,ORG
26.txt,"28,627",MONEY
26.txt,18 February 2000,DATE
26.txt,31,CARDINAL
26.txt,June 1999,DATE
26.txt,Disburs,NORP
26.txt,32,DATE
26.txt,33,CARDINAL
26.txt,Offici al 4,PERSON
26.txt,24 March 2000,DATE
26.txt,Official 5,LAW
26.txt,Direc,ORG
26.txt,PPFD,ORG
26.txt,34,DATE
26.txt,Officia,PERSON
26.txt,35,DATE
26.txt,the ACGD Office,ORG
26.txt,Offi,ORG
26.txt,36,DATE
26.txt,13 April 2000,DATE
26.txt,Offici,GPE
26.txt,explana tions,PERSON
26.txt,37,DATE
26.txt,18 February 2004,DATE
26.txt,14,DATE
26.txt,"only US$3,011",MONEY
26.txt,Participant 3,ORG
26.txt,Participant 1,PRODUCT
26.txt,38,CARDINAL
26.txt,Barclay  Bank,ORG
26.txt,First,ORDINAL
26.txt,"the 
Bank",ORG
26.txt,Financial Rule,ORG
26.txt,104.9,CARDINAL
26.txt,39,CARDINAL
26.txt,"38,627",MONEY
26.txt,paragrap h 15.a,ORG
26.txt,"April 28, 2003",DATE
26.txt,22,MONEY
26.txt,1 04.10,CARDINAL
26.txt,40,CARDINAL
26.txt,27,CARDINAL
26.txt,United Nations,ORG
26.txt,CONCLUSIONS,ORG
26.txt,41,CARDINAL
26.txt,only two,CARDINAL
26.txt,42,DATE
26.txt,"RECOMMENDATIONS 
 
Recommendation 1  
 
",LAW
26.txt,104,CARDINAL
27.txt,United Nations,ORG
27.txt,Klaus Toepfer,PERSON
27.txt,22 April 2005,DATE
27.txt,United Nations Environment Programme,ORG
27.txt,05,CARDINAL
27.txt,Barbara Dixon,PERSON
27.txt,"Office of Internal Oversight Services 
SUBJECT Allegations",ORG
27.txt,the Post-Conflict Assessment Unit,ORG
27.txt,the United Nations Environmental Programme,ORG
27.txt,UNEP,ORG
27.txt,1,CARDINAL
27.txt,The Investigations Division of the Office of Internal Oversight Services,ORG
27.txt,the Balkans Task Force,ORG
27.txt,BTF,ORG
27.txt,the Post-Conflict Assessment Unit (PCAU,ORG
27.txt,"the United Nations Environment 
Programme",ORG
27.txt,two,CARDINAL
27.txt,UNEP Staff,ORG
27.txt,UNEPIPCAU Consultant,ORG
27.txt,UNEP/PCAU Consultant,ORG
27.txt,PCAU,ORG
27.txt,2,CARDINAL
27.txt,fifty percent,PERCENT
27.txt,3,CARDINAL
27.txt,Allegation 2,ORG
27.txt,4,CARDINAL
27.txt,May 2000,DATE
27.txt,about a year,DATE
27.txt,5,CARDINAL
27.txt,Organization,ORG
27.txt,ST/Al/l999/7 II 2,ORG
27.txt,6,CARDINAL
27.txt,Financial Regulation,ORG
27.txt,the United Nations,ORG
27.txt,7,CARDINAL
27.txt,UNOPS,ORG
27.txt,United,ORG
27.txt,8,CARDINAL
27.txt,Francis Montil,PERSON
27.txt,431,CARDINAL
27.txt,9,CARDINAL
27.txt,22 May 2005,DATE
31.txt,UNITED NATIONS,ORG
31.txt,Kosovo,GPE
31.txt,"Investigation Task Force 
 
 
Allegations",ORG
31.txt,Pristina Airport,FAC
31.txt,"I. INTRODUCTION 
 
",ORG
31.txt,1,CARDINAL
31.txt,28,CARDINAL
31.txt,February 2003,DATE
31.txt,Pristina International Airport,FAC
31.txt,"the Chartered 
Accountants",ORG
31.txt,"Pristina 
",FAC
31.txt,International Airport,FAC
31.txt,2,CARDINAL
31.txt,three,CARDINAL
31.txt,• Employees,ORG
31.txt,Pri,PERSON
31.txt,1999/24,CARDINAL
31.txt,12 December 1999,DATE
31.txt,22 March 1989,DATE
31.txt,UN,ORG
31.txt,110.1,CARDINAL
31.txt,the Charter of the United Nations,LAW
31.txt,the Staff Regulations,WORK_OF_ART
31.txt,10.2,CARDINAL
31.txt,3,CARDINAL
31.txt,the Investigation Task Force,ORG
31.txt,Pillar,ORG
31.txt,4,CARDINAL
31.txt,BACKGROUND,ORG
31.txt,5,CARDINAL
31.txt,Yugoslavian,NORP
31.txt,2001,DATE
31.txt,2003,DATE
31.txt,"the 
Public Enterprise Airport Pristina",ORG
31.txt,Kosovo Force,ORG
31.txt,United Nations Sec,ORG
31.txt,Council,ORG
31.txt,1244,CARDINAL
31.txt,10 June 1999,DATE
31.txt,UNMIK Regulation No 1/,ORG
31.txt,1999,DATE
31.txt,25 July 1999,DATE
31.txt,UNMIK,ORG
31.txt,Ko,PERSON
31.txt,6,CARDINAL
31.txt,the end of June 2002,DATE
31.txt,the Civil Administration,ORG
31.txt,Official 1 and Official 2,LAW
